Scholarship_Name,Gender,Caste,Religion,Education,Income,ExServicemen,Disability,Sports,Percentage,Status
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,446079,No,No,No,96.64,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Undergraduate,758676,No,No,No,52.39,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,607479,No,No,No,43.83,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,EWS,Hindu,SSC,815501,Yes,No,No,80.86,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,582744,No,No,No,88.65,Eligible
State Minority Scholarship Part II,Female,Open,Sikh,HSC,941174,No,No,No,70.29,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,348791,No,No,No,82.91,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,SSC,129518,No,No,No,83.1,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,HSC,981504,No,No,Yes,94.66,Not Eligible
State Minority Scholarship Part II,Male,Open,Buddhist,Postgraduate,197689,No,No,No,75.02,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,1122436,No,No,No,59.31,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Undergraduate,510273,No,No,No,55.6,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,837962,No,No,No,69.52,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,251322,No,No,Yes,83.6,Eligible
Education Concession to Children of Ex-Servicemen,Male,VJNT,Hindu,HSC,159854,Yes,No,No,90.78,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Undergraduate,1151900,No,No,No,91.87,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,SSC,1095619,No,No,No,56.07,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,EWS,Hindu,Diploma,483583,Yes,No,No,52.2,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,655212,No,No,No,76.79,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Undergraduate,1051498,No,No,No,69.05,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,HSC,781740,No,No,No,42.57,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,1128582,No,No,No,41.34,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,668485,No,Yes,No,85.71,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,PhD,1052424,No,No,No,71.43,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Undergraduate,211479,No,No,No,57.24,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,HSC,1027566,No,No,No,94.66,Not Eligible
State Minority Scholarship Part II,Male,Open,Buddhist,Postgraduate,89411,No,No,No,87.11,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Diploma,541423,No,No,No,82.41,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Postgraduate,329943,No,No,No,50.1,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,SSC,468594,No,No,No,41.32,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Undergraduate,487644,No,No,No,97.09,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,889240,No,No,No,71.35,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Undergraduate,617105,No,Yes,No,88.33,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,HSC,8888888,No,No,No,81.16,Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,SSC,473036,Yes,No,No,59.39,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,SSC,225930,No,No,No,49.24,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Undergraduate,458732,No,No,No,40.07,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Undergraduate,803069,No,No,No,46.85,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,EWS,Hindu,Postgraduate,252908,Yes,No,No,46.15,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,PhD,642290,No,No,No,89.83,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,588145,No,No,Yes,84.42,Eligible
Education Concession to Children of Ex-Servicemen,Female,ST,Hindu,Undergraduate,989762,Yes,No,No,43.25,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,EWS,Hindu,HSC,355838,Yes,No,No,55.51,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Undergraduate,180152,No,No,No,59.59,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Postgraduate,1160029,No,No,No,88.21,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,1062692,No,No,No,73.62,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,ST,Hindu,Undergraduate,364660,Yes,No,Yes,90.71,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Postgraduate,734663,No,No,No,50.71,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,1158421,No,No,No,56.28,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,1164967,No,No,No,80.23,Not Eligible
State Minority Scholarship Part II,Female,Open,Jain,SSC,548475,No,No,Yes,41.5,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,SSC,214131,No,No,No,93.61,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,PhD,999736,No,No,Yes,60.42,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,SSC,722377,No,No,No,89.45,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,599558,No,No,Yes,77.81,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,744735,No,No,No,52.82,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Diploma,1153823,No,No,Yes,41.82,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Undergraduate,1079108,No,No,No,60.77,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,Undergraduate,390091,Yes,No,Yes,40.53,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,352886,No,No,No,72.02,Eligible
Education Concession to Children of Ex-Servicemen,Female,VJNT,Hindu,SSC,1012405,Yes,No,No,63.8,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,1023744,No,No,No,87.98,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,PhD,975888,No,No,No,70.93,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,122348,No,No,No,43.74,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,873606,No,No,No,93.81,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,124191,No,No,Yes,66.48,Eligible
Education Concession to Children of Ex-Servicemen,Male,ST,Hindu,Diploma,1076440,Yes,No,Yes,87.91,Not Eligible
State Minority Scholarship Part II,Female,Open,Christian,Diploma,496761,No,No,No,47.06,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Diploma,205697,No,Yes,Yes,98.93,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,415388,No,No,No,71.48,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,705875,No,No,No,78.05,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,35529,No,No,No,56.27,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,Open,Hindu,Postgraduate,286741,No,No,No,62.84,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,1193187,No,No,No,92.62,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,SC,Hindu,SSC,667968,Yes,No,No,80.06,Eligible
Education Concession to Children of Ex-Servicemen,Female,ST,Hindu,Undergraduate,420312,Yes,No,No,84.69,Eligible
Education Concession to Children of Ex-Servicemen,Female,EWS,Hindu,Postgraduate,344131,Yes,No,No,67.82,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,250206,No,No,No,69.0,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,HSC,96733,No,No,No,55.6,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,SSC,680919,No,No,Yes,55.5,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,591534,No,No,No,95.76,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Postgraduate,175525,No,No,No,78.93,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,841138,No,Yes,No,93.18,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,SSC,673063,No,No,No,83.09,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,918457,No,No,Yes,75.24,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Diploma,639957,No,No,No,66.67,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,SSC,302235,No,No,No,77.02,Eligible
Education Concession to Children of Ex-Servicemen,Female,VJNT,Hindu,PhD,960555,Yes,No,No,80.39,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,12345678,No,No,No,84.65,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,931581,No,No,No,78.3,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,EWS,Hindu,HSC,370413,Yes,No,No,43.14,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,SC,Hindu,SSC,702167,Yes,No,Yes,56.02,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Undergraduate,455295,No,Yes,No,55.28,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,356918,No,Yes,No,45.64,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,PhD,232117,No,No,Yes,40.19,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Undergraduate,673207,No,No,No,59.49,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Postgraduate,128495,No,No,No,48.5,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,VJNT,Hindu,HSC,231705,Yes,No,Yes,50.0,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Undergraduate,723379,No,No,No,59.09,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,191287,No,No,No,51.14,Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,Undergraduate,263578,Yes,No,No,60.92,Eligible
State Minority Scholarship Part II,Male,Open,Buddhist,SSC,917579,No,No,No,86.53,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,HSC,600842,No,No,Yes,44.13,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,PhD,980989,No,No,No,56.39,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Postgraduate,226879,No,Yes,No,86.68,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,330339,No,No,No,91.71,Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,Diploma,216563,Yes,No,No,87.46,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Postgraduate,955875,No,No,Yes,92.82,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,338638,No,No,No,58.33,Eligible
Education Concession to Children of Ex-Servicemen,Male,SC,Hindu,PhD,1098160,Yes,No,No,44.73,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Diploma,466850,No,No,No,41.38,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,SSC,1157929,No,No,Yes,92.7,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,490223,No,No,No,81.63,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,PhD,909105,No,Yes,No,84.89,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,39615,No,No,No,92.77,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,HSC,864926,No,No,No,69.68,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,863390,No,No,No,76.7,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,1183827,No,No,No,96.67,Not Eligible
State Minority Scholarship Part II,Female,Open,Christian,Postgraduate,171466,No,No,No,59.9,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Postgraduate,144044,No,No,No,95.18,Eligible
State Minority Scholarship Part II,Male,Open,Sikh,HSC,348556,No,Yes,No,79.35,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,SSC,174255,No,No,No,58.62,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,PhD,145485,No,No,Yes,97.4,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Undergraduate,271978,No,No,No,74.74,Eligible
Education Concession to Children of Ex-Servicemen,Female,EWS,Hindu,SSC,583676,Yes,No,No,56.85,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Undergraduate,343110,No,No,No,50.34,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,HSC,780895,No,No,No,87.57,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,1144588,No,No,No,47.0,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,132457,No,No,No,62.83,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Postgraduate,518809,No,No,Yes,46.85,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,314465,No,No,No,81.04,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,42183,No,No,No,86.58,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,36832,No,No,No,88.63,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,PhD,1102734,No,No,No,63.5,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,SSC,114059,No,No,No,47.81,Not Eligible
State Minority Scholarship Part II,Male,Open,Christian,PhD,99316,No,No,Yes,82.86,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,378100,No,No,No,75.99,Eligible
Education Concession to Children of Ex-Servicemen,Male,SBC,Hindu,Postgraduate,1021081,Yes,No,No,40.05,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,SSC,908395,No,No,Yes,65.68,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Undergraduate,282046,No,No,No,89.89,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,HSC,941500,No,No,No,83.71,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,PhD,892794,No,No,Yes,82.16,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,PhD,265816,No,No,No,73.13,Eligible
State Minority Scholarship Part II,Female,Open,Buddhist,PhD,1187938,No,No,Yes,85.43,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,PhD,127259,No,No,No,79.53,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,834105,No,No,Yes,53.26,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,431816,No,No,No,81.49,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,1077399,No,No,No,64.37,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,76581,No,No,No,45.67,Not Eligible
State Minority Scholarship Part II,Male,Open,Christian,Undergraduate,468620,No,No,Yes,79.22,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,PhD,505369,No,No,No,86.88,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,1006252,No,No,No,79.06,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,ST,Hindu,Diploma,1172521,Yes,No,No,96.11,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,VJNT,Hindu,Diploma,153967,Yes,No,No,57.92,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,989017,No,No,No,72.92,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,VJNT,Hindu,Undergraduate,681111,Yes,No,Yes,83.2,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,1019617,No,No,No,71.62,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,Open,Hindu,Postgraduate,1195128,No,No,Yes,52.57,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,HSC,1172860,No,Yes,No,74.17,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,569670,No,No,No,59.34,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Diploma,1137207,No,No,No,97.04,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,PhD,807002,No,No,No,75.34,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,501053,No,Yes,No,72.81,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,402468,No,No,No,97.98,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,281576,No,No,No,70.54,Eligible
Education Concession to Children of Ex-Servicemen,Male,Open,Christian,Undergraduate,315306,Yes,No,No,68.06,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Postgraduate,203937,No,No,No,55.07,Eligible
State Minority Scholarship Part II,Female,Open,Buddhist,Diploma,896032,No,No,No,50.95,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,1198012,No,Yes,No,70.68,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,878235,No,No,No,81.31,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,PhD,1067040,No,No,No,48.78,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,617833,No,No,No,83.55,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,187936,No,No,No,63.62,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,45302,No,Yes,Yes,73.22,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Postgraduate,1198124,No,No,No,49.58,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Undergraduate,524140,No,No,No,40.79,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,629946,No,No,No,88.54,Eligible
State Minority Scholarship Part II,Male,Open,Christian,Undergraduate,850498,No,No,No,57.11,Not Eligible
State Minority Scholarship Part II,Male,Open,Buddhist,Undergraduate,465109,No,No,No,41.82,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Undergraduate,925562,No,No,No,66.64,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,483344,No,No,No,74.08,Eligible
State Minority Scholarship Part II,Female,Open,Sikh,Diploma,1146851,No,No,No,77.27,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,PhD,1101561,No,Yes,Yes,54.0,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,SBC,Hindu,Postgraduate,481427,Yes,No,No,59.06,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,1177058,No,No,Yes,68.37,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,1057990,No,No,No,82.47,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,SBC,Hindu,Postgraduate,923039,Yes,No,No,73.29,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,SSC,600347,No,No,No,48.95,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,HSC,1017670,No,No,No,72.26,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,614958,No,No,No,72.66,Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,PhD,245742,Yes,No,No,70.38,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Postgraduate,32139,No,No,No,84.94,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,123077,No,No,Yes,96.7,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,594073,No,No,No,47.26,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,PhD,216988,No,No,No,77.51,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Undergraduate,914357,No,No,No,74.78,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Undergraduate,1061831,No,No,No,53.98,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,946763,No,No,No,89.62,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Undergraduate,1063423,No,No,No,98.74,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,HSC,754249,No,Yes,No,50.94,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,SSC,754530,No,No,No,82.28,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,SSC,1121272,No,No,No,47.25,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,1153072,No,No,No,83.35,Not Eligible
State Minority Scholarship Part II,Female,Open,Jain,SSC,814272,No,Yes,No,57.49,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,HSC,289441,No,No,No,80.0,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,PhD,253376,No,No,No,96.08,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Postgraduate,25000000,No,No,No,54.97,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Diploma,817194,No,No,No,46.32,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,SC,Hindu,Undergraduate,354982,Yes,No,No,61.44,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,467881,No,No,Yes,88.29,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,SSC,1149164,No,No,Yes,91.12,Not Eligible
